n,Datetime (UTC),Timestamp (s),Altitude (m),Temperature (C),Longitude,Latitude,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Flag
0,2025-02-22 14:51:50,0.599,-0.094,35.19,-117.79526716666666,35.105367333333334,0.120361328125,-0.30419921875,1.064697265625,Before Launch
1,2025-02-22 14:51:51,1.599,-0.167,35.203,-117.795267,35.105366,0.118408203125,-0.30078125,1.067138671875,Before Launch
2,2025-02-22 14:51:52,2.598,0.04,35.195,-117.79526566666667,35.10536416666667,0.12060546875,-0.300048828125,1.0517578125,Before Launch
3,2025-02-22 14:51:53,3.599,-0.267,35.198,-117.79526416666667,35.10536166666667,0.11669921875,-0.30224609375,1.074951171875,Before Launch
4,2025-02-22 14:51:54,4.599,0.024,35.203,-117.7952635,35.1053585,0.1181640625,-0.302001953125,1.0654296875,Before Launch
5,2025-02-22 14:51:55,5.598,0.237,35.205,-1,-1,0.124755859375,-0.29931640625,1.052490234375,Before Launch
6,2025-02-22 14:51:56,6.6,-0.003,35.225,-117.795262,35.105357166666664,0.123291015625,-0.30078125,1.05859375,Before Launch
7,2025-02-22 14:51:57,7.599,0.088,35.218,-117.7952615,35.105357833333336,0.112060546875,-0.302734375,1.068603515625,Before Launch
8,2025-02-22 14:51:58,8.599,-0.127,35.21,-117.79526116666666,35.105356666666665,0.11376953125,-0.304443359375,1.07666015625,Before Launch
9,2025-02-22 14:51:59,9.597,-0.194,35.218,-117.7952605,35.1053555,0.11865234375,-0.299072265625,1.0595703125,Before Launch
10,2025-02-22 14:52:00,10.6,-0.179,35.215,-1,-1,0.12451171875,-0.30029296875,1.064697265625,Before Launch
11,2025-02-22 14:52:01,11.599,-0.027,35.228,-117.7952605,35.105355333333335,0.123291015625,-0.30419921875,1.066162109375,Before Launch
12,2025-02-22 14:52:02,12.6,0.207,35.223,-117.79525966666667,35.105354166666665,0.1181640625,-0.296142578125,1.056640625,Before Launch
13,2025-02-22 14:52:03,13.6,0.195,35.228,-117.7952615,35.105351666666664,0.12158203125,-0.301513671875,1.05126953125,Before Launch
14,2025-02-22 14:52:04,14.599,-0.285,35.235,-117.79526383333334,35.1053505,0.120849609375,-0.287353515625,1.063232421875,Before Launch
15,2025-02-22 14:52:05,15.6,0.007,35.225,-1,-1,0.1171875,-0.298583984375,1.060546875,Before Launch
16,2025-02-22 14:52:06,16.598,0.164,35.235,-117.795259,35.10535,0.115966796875,-0.299072265625,1.049072265625,Before Launch
17,2025-02-22 14:52:07,17.6,0.089,35.243,-117.79526033333333,35.105352,0.11474609375,-0.298828125,1.063232421875,Before Launch
18,2025-02-22 14:52:08,18.6,-0.063,35.238,-117.7952615,35.1053505,0.130126953125,-0.300537109375,1.063720703125,Before Launch
19,2025-02-22 14:52:09,19.599,-0.145,35.243,-117.79526183333333,35.105352,0.1220703125,-0.29833984375,1.060791015625,Before Launch
20,2025-02-22 14:52:10,20.599,-0.212,35.24,-1,-1,0.120361328125,-0.298583984375,1.0693359375,Before Launch
21,2025-02-22 14:52:11,21.601,-0.02,35.255,-117.795258,35.105355833333334,0.120361328125,-0.296142578125,1.05517578125,Before Launch
22,2025-02-22 14:52:12,22.6,-0.014,35.245,-117.79525116666667,35.1053555,0.120849609375,-0.295166015625,1.067626953125,Before Launch
23,2025-02-22 14:52:13,23.601,-0.163,35.248,-117.7952505,35.10535566666667,0.115234375,-0.258056640625,1.078857421875,Before Launch
24,2025-02-22 14:52:14,24.601,-0.072,35.25,-117.7952535,35.10535433333333,0.11962890625,-0.287841796875,1.044921875,Before Launch
25,2025-02-22 14:52:15,25.599,0.025,35.258,-1,-1,0.1240234375,-0.297119140625,1.091552734375,Before Launch
26,2025-02-22 14:52:16,26.599,-0.023,35.268,-117.79525316666667,35.10534966666667,0.1162109375,-0.329833984375,1.061279296875,Before Launch
27,2025-02-22 14:52:17,27.597,0.368,35.265,-117.7952495,35.10534633333334,0.10009765625,-0.308349609375,0.992431640625,Before Launch
28,2025-02-22 14:52:18,28.6,0.238,35.27,-117.79525016666666,35.10533816666667,0.11083984375,-0.29638671875,1.040771484375,Before Launch
29,2025-02-22 14:52:19,29.6,-0.239,35.278,-117.79524716666667,35.105331166666666,0.1142578125,-0.4130859375,1.16162109375,Before Launch
30,2025-02-22 14:52:20,30.599,-0.114,35.258,-1,-1,0.122314453125,-0.25927734375,1.05029296875,Before Launch
31,2025-02-22 14:52:21,31.599,-0.12,35.28,-117.7952375,35.10531066666667,0.15771484375,-0.2783203125,1.1064453125,Before Launch
32,2025-02-22 14:52:22,32.601,-0.22,35.275,-117.7952325,35.105303,0.108154296875,-0.306884765625,1.05224609375,Before Launch
